id,timestamp,device_id,millisecons,lon,lat,latitude_raw,longitude_raw,timestamp_gps,direction
12495,2017-06-25 10:14:13.898569,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12496,2017-06-25 10:14:13.538835,17,0,512670.420000,4663667.960000,4663670.810196,512667.362697,2017-06-07 10:14:13,0
12497,2017-06-25 10:14:13.534993,5,758321,512805.821229,4663620.704916,-500.000000,-500.000000,2017-06-07 10:14:13,88
12498,2017-06-25 10:14:14.410310,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12499,2017-06-25 10:14:14.391295,17,0,512670.420000,4663667.960000,4663670.787990,512667.362737,2017-06-07 10:14:13,0
12500,2017-06-25 10:14:14.965918,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12501,2017-06-25 10:14:14.931477,17,0,512670.420000,4663667.960000,4663670.754665,512667.354531,2017-06-07 10:14:14,0
12502,2017-06-25 10:14:14.927311,16,11048918,512791.637862,4663602.214639,-500.000000,-500.000000,2017-06-07 10:14:14,0
12503,2017-06-25 10:14:14.665229,17,0,512670.420000,4663667.960000,4663670.765769,512667.354511,2017-06-07 10:14:14,0
12504,2017-06-25 10:14:14.661215,15,11247574,512708.882815,4663620.285503,-500.000000,-500.000000,2017-06-07 10:14:14,0
12505,2017-06-25 10:14:16.143855,17,0,512670.420000,4663667.960000,4663670.732429,512667.338040,2017-06-07 10:14:15,0
12506,2017-06-25 10:14:16.909216,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12507,2017-06-25 10:14:16.414964,17,0,512670.420000,4663667.960000,4663670.732429,512667.338040,2017-06-07 10:14:16,0
12508,2017-06-25 10:14:16.410461,8,831226,512721.429879,4663615.778005,-500.000000,-500.000000,2017-06-07 10:14:16,77
12509,2017-06-25 10:14:17.705752,17,0,512670.420000,4663667.960000,4663670.732400,512667.321509,2017-06-07 10:14:16,0
12510,2017-06-25 10:14:18.438071,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12511,2017-06-25 10:14:18.298760,17,0,512670.420000,4663667.960000,4663670.732385,512667.313243,2017-06-07 10:14:17,0
12512,2017-06-25 10:14:19.015770,17,0,512670.420000,4663667.960000,4663670.710149,512667.296752,2017-06-07 10:14:18,0
12513,2017-06-25 10:14:19.011748,2,865999,512801.992565,4663612.514939,-500.000000,-500.000000,2017-06-07 10:14:18,77
12514,2017-06-25 10:14:20.462161,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12515,2017-06-25 10:14:20.453538,17,0,512670.420000,4663667.960000,4663670.676795,512667.272015,2017-06-07 10:14:19,0
12516,2017-06-25 10:14:20.993576,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12517,2017-06-25 10:14:20.986467,6,717928,512707.053408,4663617.195530,-500.000000,-500.000000,2017-06-07 10:14:20,15
12518,2017-06-25 10:14:20.727798,17,0,512670.420000,4663667.960000,4663670.654559,512667.255524,2017-06-07 10:14:20,0
12519,2017-06-25 10:14:20.723697,5,765544,512798.088031,4663623.377862,-500.000000,-500.000000,2017-06-07 10:14:20,89
12520,2017-06-25 10:14:22.006690,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12521,2017-06-25 10:14:21.531770,17,0,512670.420000,4663667.960000,4663670.643426,512667.239013,2017-06-07 10:14:21,0
12522,2017-06-25 10:14:21.527604,15,11254528,512708.402671,4663620.695456,-500.000000,-500.000000,2017-06-07 10:14:21,0
